symbol	P5482_SR_01	P5482_SR_02	P5482_SR_05	P5482_SR_06	P5482_SR_08	P5482_SR_09	P5482_SR_10	P5482_SR_11	P5482_SR_12	P5482_SR_13	P5482_SR_14	P5482_SR_15
1700054M17Rik	6	0	5	0	4	0	2	0	7	3	4	0
1700054O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054O19Rik	4	2	0	0	8	23	1	5	0	2	2	0
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	56	50	65	23	57	25	33	18	75	66	98	68
1700056E22Rik	88	44	27	9	27	0	35	17	23	44	39	12
1700056N10Rik	73	41	47	50	155	91	121	76	74	108	132	112
1700057G04Rik	0	0	0	0	0	0	0	6	0	1	1	2
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700057H21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700058P15Rik	8	37	54	122	52	39	36	25	81	124	90	212
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	1	0	1	0	0	0	2	0
1700060J05Rik	0	23	12	24	31	0	16	0	14	23	24	25
1700060O08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061A03Rik	2	0	1	0	0	0	0	0	0	6	1	2
1700061E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700061H18Rik	0	0	0	0	0	0	3	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	1	0	1	3	1	0
1700061J23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	5	0	0	0	0	0	0	0
1700062C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	2	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700063H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063J08Rik	1	0	4	0	2	0	3	0	1	2	0	2
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	0	1	6	0	4	0	0	1	0	2	4	4
1700064J06Rik	0	0	0	0	0	0	0	0	0	3	0	0
1700064M15Rik	0	0	2	0	0	0	0	0	0	0	0	0
1700065D16Rik	1	6	6	0	9	8	7	3	4	3	5	4
1700065I16Rik	0	0	0	0	0	0	2	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	5	2	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	4	1	0	0
1700065O20Rik	0	0	0	0	0	14	0	0	0	3	0	0
1700066B17Rik	0	0	0	0	0	0	0	4	0	4	2	0
1700066B19Rik	43	20	19	58	35	17	25	38	19	22	25	33
1700066C05Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700066J03Rik	0	0	1	0	2	0	0	0	0	5	0	0
1700066M21Rik	565	894	647	957	882	585	945	597	872	1142	1091	1102
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	2	0	0	0	0	0
1700067G17Rik	3	0	2	0	0	1	0	0	3	0	0	1
1700067K01Rik	53	44	81	38	129	48	80	40	91	119	93	109
1700067P10Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700069B07Rik	11	4	13	0	5	29	0	1	8	22	11	19
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700071G01Rik	3	0	1	0	2	7	0	0	2	1	0	2
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	5
1700071M16Rik	0	13	14	0	6	0	7	4	38	48	29	74
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	0	9	0	1	0	5	0	4	4
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	1	3	2	0	3	0	5	0	3	2	7	2
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080C20Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700080N15Rik	3	0	0	0	0	0	1	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700081B01Rik	0	0	0	0	0	0	0	0	0	1	0	2
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	7	0	0	0	4	0	0	0	1	0	3	0
1700082M22Rik	0	3	0	0	0	0	5	0	0	0	4	0
1700083H02Rik	0	0	0	0	0	0	0	0	0	4	0	0
1700084C06Rik	0	0	0	0	0	0	0	0	2	0	0	0
1700084D21Rik	0	0	0	0	0	0	4	0	0	0	0	0
1700084E18Rik	22	13	9	18	40	12	14	32	10	74	40	39
1700084F23Rik	0	0	0	0	0	0	0	0	0	1	0	2
1700084J12Rik	15	9	7	0	17	3	15	20	6	8	19	3
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	1	0
1700085D07Rik	0	0	0	15	0	4	0	0	0	2	1	1
1700086D15Rik	0	0	0	0	0	0	0	0	0	1	1	0
1700086L19Rik	0	0	0	13	0	0	0	0	0	0	0	1
1700086O06Rik	87	82	57	98	143	108	131	63	92	181	180	99
1700086P04Rik	22	20	32	17	23	24	17	16	28	21	22	18
1700087I21Rik	15	63	58	53	134	43	92	20	35	66	62	59
1700087M22Rik	4	0	1	0	0	0	0	0	0	1	0	0
1700088E04Rik	22	31	23	32	30	44	45	47	19	102	55	103
1700091H14Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	11	6	0	1	0	0	2	2	1
1700092E16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	8	6	3	0	5	0	6	6	5	17	4	8
1700093J21Rik	0	0	0	0	0	0	0	0	0	3	0	1
1700093K21Rik	7	16	12	30	14	0	5	6	18	14	23	16
1700094D03Rik	19	52	81	42	110	39	80	54	104	148	124	120
1700094J05Rik	4	0	0	0	2	9	0	7	0	3	0	0
1700094M23Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700094M24Rik	0	0	0	0	0	0	1	3	0	0	0	0
1700095A13Rik	0	0	0	0	3	0	0	0	0	2	0	0
1700095A21Rik	0	0	2	0	0	0	2	0	0	5	0	2
1700095B10Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095J07Rik	0	0	1	0	0	0	0	0	0	0	0	0
1700095J12Rik	19	1	0	0	0	10	0	0	1	13	1	3
1700095K22Rik	5	3	3	0	9	0	14	4	11	6	9	9
1700096J18Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700096K18Rik	309	126	242	177	156	93	129	71	118	171	219	119
1700097M23Rik	0	0	0	0	0	0	3	0	0	0	1	2
1700097N02Rik	13	17	5	0	10	0	11	8	9	4	6	9
1700099I09Rik	48	29	41	0	128	0	146	20	116	16	124	6
1700100I10Rik	0	0	0	0	0	0	2	0	0	0	4	2
1700100L14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	43	17	13	0	13	18	9	3	7	9	8	11
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	2
1700102F20Rik	0	0	0	0	0	0	0	0	0	3	0	0
1700102H20Rik	26	2	2	37	16	0	10	7	16	11	14	9
1700102P08Rik	19	14	23	81	27	56	31	36	24	144	54	188
1700104B16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	0	0	0	3	1	0	0
1700105P06Rik	2	13	11	29	10	0	6	0	6	11	5	13
1700106O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	1	1	0	0	0	0	0	0	3	0	0	0
1700108J01Rik	11	0	0	0	0	0	0	0	0	1	2	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	5	15	21	49	70	18	48	24	35	49	58	46
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700109H08Rik	41	87	145	179	221	44	179	53	206	317	219	292
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	4	0	0	2	0	1
1700110C19Rik	4	12	38	54	88	2	40	10	28	37	61	17
1700110I01Rik	0	0	0	0	0	0	0	0	4	0	0	2
1700110I07Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700110K17Rik	29	0	32	1	27	0	22	13	27	5	40	10
1700111E14Rik	0	0	0	15	0	0	0	0	0	0	1	0
1700111N16Rik	0	0	0	0	0	0	1	0	0	0	1	0
1700112D23Rik	7	0	0	0	0	0	0	0	0	1	0	2
1700112H15Rik	6	7	11	0	10	8	1	3	4	7	5	3
1700112J05Rik	0	0	0	0	1	0	1	0	0	4	2	1
1700112J16Rik	4	5	7	24	4	28	8	3	11	10	9	1
1700112K13Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0	0	0	0	2
1700113A16Rik	54	32	45	31	41	0	43	3	53	45	36	34
1700113B09Rik	0	0	0	0	0	0	0	0	3	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	3	0	1	0	1
1700113H08Rik	0	0	0	0	0	0	0	0	0	1	0	1
1700116B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700116H05Rik	0	0	0	0	0	0	0	0	0	1	0	1
1700119H24Rik	3	0	0	0	0	0	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	0	0	6	0	0	0	5	0	1	0	0	0
1700120C14Rik	25	18	18	14	30	17	24	17	27	26	32	37
1700120C18Rik	0	3	0	0	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120O09Rik	3	0	0	0	0	0	0	0	0	1	0	0
1700121C08Rik	0	0	1	0	0	0	1	2	0	0	0	1
1700121L03Rik	0	0	0	0	0	0	3	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700122C19Rik	0	0	0	0	0	0	0	0	0	3	0	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	23	18	12	9	23	3	31	19	25	35	28	34
1700122H20Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	1	1	1	0	0	2	2	3	0	1	0	0
1700123K08Rik	0	2	0	0	0	0	2	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700123M08Rik	77	100	112	108	94	62	77	46	90	58	104	48
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700123O20Rik	1844	1971	1273	2012	1568	2082	1509	1671	1494	3494	2013	3102
1700123O21Rik	0	0	0	0	0	0	0	0	5	0	0	0
1700124L16Rik	8	8	13	0	9	7	5	2	4	10	16	14
1700124M09Rik	0	0	0	0	1	0	0	0	3	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	2	0	0	0
1700125G22Rik	0	0	0	0	1	0	1	0	0	2	3	0
1700125H03Rik	0	0	0	0	0	0	2	0	0	2	0	0
1700125H20Rik	0	0	4	0	0	0	1	0	7	3	3	3
1700126A01Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700126G02Rik	11	18	21	25	37	16	39	8	29	65	47	57
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700127F24Rik	0	0	1	0	0	0	0	1	7	0	0	2
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	5	0	0	0	0	0	1
1700128F08Rik	1	0	3	1	0	0	0	2	1	4	7	3
1700128I11Rik	0	0	0	0	0	14	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	1	2	0	0	0
1700129L04Rik	0	0	0	0	0	8	0	0	0	0	2	0
1810006J02Rik	18	5	8	0	8	0	13	0	2	0	0	11
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	2	0	0	0	0	0	0
1810008B01Rik	6	0	0	0	1	0	5	0	1	1	1	2
1810008I18Rik	0	1	0	0	0	0	6	0	0	1	0	2
1810009A15Rik	11	9	10	31	25	17	18	5	10	28	32	13
1810009J06Rik	0	1	0	0	0	0	2	0	0	0	0	0
1810010H24Rik	42	54	40	1	50	72	35	22	42	43	82	32
1810010K12Rik	0	0	0	0	0	8	0	0	0	0	0	0
1810012K08Rik	23	33	45	101	71	46	46	31	31	93	89	75
1810012K16Rik	0	6	12	0	6	0	5	2	4	12	9	9
1810013D15Rik	0	0	0	0	0	0	1	0	0	0	0	0
1810013L24Rik	2488	3663	3147	4204	3314	2602	2919	2817	4016	7169	4731	6952
1810014B01Rik	232	175	204	106	295	112	230	116	201	160	287	154
1810014P07Rik	0	0	0	0	4	0	0	0	1	1	6	3
1810017P11Rik	5	0	0	0	0	0	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	1
1810019D21Rik	6	9	5	38	11	11	11	15	10	24	9	19
1810019N24Rik	9	25	21	9	25	10	17	31	16	30	28	17
1810020O05Rik	0	3	0	0	0	0	0	0	5	4	0	1
1810021B22Rik	88	97	73	85	138	106	101	87	65	130	151	77
1810024B03Rik	129	71	86	70	106	57	105	74	56	111	137	116
1810026B05Rik	3175	2156	2486	1954	3231	1529	2974	1725	2770	4082	3697	3311
1810028F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810030O07Rik	2613	3639	3184	3109	3788	2901	3635	2709	3398	4409	4563	4273
1810034E14Rik	512	604	491	589	602	724	506	525	542	1090	784	832
1810035K13Rik	0	0	0	0	0	0	0	2	0	0	0	0
1810037I17Rik	5075	2880	1867	3490	2548	3869	2348	2462	2081	4005	2791	3512
1810041H14Rik	20	2	11	0	16	0	6	0	8	3	9	4
1810044D09Rik	81	73	67	20	76	49	52	50	36	87	75	69
1810044K17Rik	0	0	0	0	0	0	0	0	0	2	0	0
1810046K07Rik	0	0	0	0	0	0	1	0	0	2	0	0
1810049I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810049J17Rik	0	0	0	0	0	0	0	0	0	1	0	0
1810053B23Rik	0	0	2	0	2	0	0	0	0	1	0	0
1810055G02Rik	354	388	133	393	263	330	204	318	259	837	366	723
1810058I24Rik	7303	5407	5108	3603	5331	4093	4871	4115	4170	5551	5955	4728
1810058N15Rik	0	0	1	0	0	0	0	0	0	5	0	0
1810059C17Rik	13	1	12	0	4	6	4	11	4	11	11	5
1810059H22Rik	3	4	5	0	14	5	3	1	2	2	5	0
1810062G17Rik	24	26	20	0	38	14	33	23	32	12	24	24
1810062O18Rik	66	40	71	61	45	57	38	27	39	63	53	51
1810063I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810064F22Rik	0	0	0	0	0	2	1	0	0	0	0	0
1810065E05Rik	6	2	8	0	0	3	0	0	3	0	0	0
1810073O08Rik	1	0	0	0	1	5	0	0	0	1	0	2
2010001A14Rik	148	116	161	88	171	140	143	91	114	161	161	108
2010001K21Rik	147	46	178	15	200	16	127	12	115	18	204	21
2010001M07Rik	0	0	0	0	0	0	0	0	0	0	0	1
2010003K11Rik	0	0	0	0	0	0	1	0	0	0	0	0
2010007H06Rik	0	0	0	0	0	3	0	0	0	0	0	0
2010008C14Rik	396	465	344	249	507	185	392	317	366	290	688	210
2010009K17Rik	3	1	0	0	6	0	0	0	0	5	5	6
2010010A06Rik	0	0	0	0	3	0	4	0	7	4	6	8
2010013B24Rik	22	49	38	69	67	34	45	52	32	109	53	98
2010016I18Rik	25	66	60	17	100	12	87	48	168	174	167	229
2010103J01Rik	5	1	5	11	15	0	1	3	9	13	11	11
2010106C02Rik	0	0	0	0	0	0	0	0	1	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010106G04Rik	0	0	0	0	0	0	0	0	0	3	0	0
2010109A12Rik	7	12	16	18	17	4	22	5	11	14	3	14
2010109P13Rik	1	0	0	0	1	0	0	0	0	0	0	0
2010110E17Rik	3	3	1	0	0	0	0	3	9	2	2	7
2010110G14Rik	0	0	0	0	0	0	0	0	0	0	1	0
2010110K18Rik	65	84	82	142	176	71	186	63	135	155	218	150
2010203P06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010204K13Rik	22	23	8	33	21	44	15	3	23	32	31	31
2010300C02Rik	13	4	12	0	5	2	10	8	15	17	30	5
2010308F09Rik	2	0	1	0	1	0	6	0	5	1	4	0
2010309G21Rik	0	0	0	0	0	0	0	0	0	2	0	0
2010310C07Rik	6	1	3	19	6	0	0	8	3	8	5	4
2010315B03Rik	1044	1226	1727	1268	2079	579	1980	771	1832	1502	2228	1789
2010320M18Rik	924	298	373	328	316	386	328	303	303	657	470	582
2010320O07Rik	20	6	13	0	17	21	8	3	3	5	10	4
2200002A13Rik	0	0	0	0	0	0	0	0	4	0	0	0
2200002D01Rik	18	24	22	48	17	20	13	31	23	16	27	12
2200002J24Rik	10	2	2	0	4	0	4	0	1	3	1	2
2200007N16Rik	0	2	2	0	1	0	1	0	8	3	3	0
2210009P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	6	1	6	0	2	0	0	4	6	1	0	1
2210011K15Rik	0	1	0	0	0	0	0	1	0	0	0	0
2210016F16Rik	4772	2304	1874	2062	2097	1776	1922	1652	1994	1974	2438	1805
2210016L21Rik	2102	2511	1743	2531	2575	1986	2180	1937	1884	2862	2829	2182
2210017I01Rik	0	1	1	0	0	0	0	0	0	0	0	0
2210020O09Rik	2	3	5	0	6	0	4	1	0	4	5	5
2210039B01Rik	5	0	0	0	0	0	0	0	0	4	0	0
2210404E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210406H18Rik	149	166	248	22	245	125	229	97	240	275	253	413
2210406O10Rik	4	1	12	8	5	2	7	11	8	18	11	6
2210407C18Rik	0	0	0	0	0	8	0	0	1	0	1	0
2210408F21Rik	204	391	148	404	224	524	235	439	280	792	253	695
2210408I21Rik	126	180	168	191	182	155	186	113	173	246	190	263
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210409E12Rik	0	0	1	0	0	0	0	0	0	0	0	0
2210411M09Rik	11	5	7	10	3	7	12	7	6	35	9	35
2210412B16Rik	5	5	10	0	25	0	9	4	30	9	23	14
2210414B05Rik	0	0	0	0	0	0	1	0	1	1	2	0
2210414F02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	18	8	2	0	6	0	4	3	1	8	8	6
2210418O10Rik	21	8	18	24	28	1	31	7	14	17	19	20
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	2	0	1
2300009A05Rik	181	148	177	95	205	88	211	97	204	218	259	246
2310001H17Rik	968	792	1192	709	1475	378	1200	435	825	404	1091	451
2310001K20Rik	0	0	0	0	0	0	0	0	0	0	0	1
2310001K24Rik	0	0	1	0	0	0	5	0	0	0	0	0
2310002D06Rik	0	0	0	0	0	0	0	0	0	2	0	0
2310002F09Rik	2	0	0	0	0	3	2	0	0	1	0	4
2310002L09Rik	0	0	0	0	0	0	0	0	0	1	0	0
2310003L06Rik	0	0	0	0	0	7	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	1	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0	0	4	0	0	0	0
2310009B15Rik	685	388	349	432	361	356	353	346	374	490	488	439
2310010J17Rik	163	136	149	51	67	50	88	79	69	127	75	115
2310011J03Rik	4453	3499	2238	2467	2609	3243	2239	3037	2421	4687	3212	3646
2310014F06Rik	0	0	0	0	0	3	1	0	0	0	0	0
2310015A10Rik	578	483	926	406	759	152	737	249	623	367	919	321
2310015A16Rik	0	0	0	0	0	0	0	0	0	2	0	1
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	5	0
2310015K22Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	3	0	0	0	0	0	0	0	2	0	0	0
2310016D23Rik	22	19	30	0	38	17	42	15	22	11	51	13
2310016G11Rik	0	0	0	0	0	0	1	0	0	0	0	3
2310020H05Rik	0	0	0	0	1	0	3	0	0	0	0	0
2310022A10Rik	2879	5021	3491	5075	4728	3211	3705	3426	3603	6613	5637	4678
2310022B05Rik	636	1278	602	1430	502	965	421	1111	478	1983	783	1238
2310026I22Rik	1	0	0	0	0	0	0	0	0	0	0	0
2310026L22Rik	42	11	35	0	20	49	14	18	13	25	29	26
2310030A07Rik	0	2	2	0	1	0	0	0	0	0	0	0
2310030G06Rik	4	0	3	12	0	0	0	0	2	2	0	0
2310033P09Rik	1317	754	633	729	1030	956	705	717	606	998	903	764
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	52	19	25	16	31	8	12	12	29	27	20	24
2310034O05Rik	5	2	1	0	7	6	0	0	0	0	0	3
2310039H08Rik	584	151	173	285	190	196	157	161	244	358	238	342
2310039L15Rik	6	0	1	0	0	0	2	0	0	1	3	0
2310040G07Rik	4	0	0	0	3	0	0	0	2	0	4	0
2310040G24Rik	296	227	232	137	208	204	207	144	181	136	271	135
2310043L19Rik	0	0	1	0	3	0	3	0	4	9	0	13
2310043M15Rik	24	25	39	122	67	14	54	20	38	73	69	83
2310043O21Rik	2	2	0	0	3	0	1	0	0	0	0	1
2310043P16Rik	146	139	246	72	194	50	160	57	231	88	262	80
2310044K18Rik	2	1	0	0	2	6	10	1	1	0	1	0
2310046K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310047D07Rik	14	9	19	1	19	12	17	15	8	32	17	18
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	1	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	541	443	417	436	605	399	506	310	521	693	652	646
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310058D17Rik	63	147	138	246	199	206	189	151	181	413	178	300
2310061I04Rik	505	815	508	659	640	502	601	726	541	1358	932	1176
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	1
2310065F04Rik	0	0	0	0	1	0	0	14	0	1	0	1
2310067P03Rik	0	1	0	0	0	0	2	3	0	2	0	0
2310068J16Rik	6	8	21	12	30	28	20	13	32	43	38	32
2310069B03Rik	20	29	17	16	19	0	15	3	5	8	8	11
2310074N15Rik	0	3	7	0	2	0	4	0	3	6	12	9
2310075C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	1	0	0	0	0	0
2310081O03Rik	0	4	0	0	0	0	0	4	0	0	0	2
2400006E01Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	929	533	1003	920	1156	285	869	479	989	1072	1107	974
2410003I16Rik	4	0	2	0	0	1	0	0	0	0	0	0
2410003L11Rik	2	10	35	0	8	16	3	22	27	27	24	27
2410004B18Rik	1320	847	848	1024	1109	924	1004	745	994	1729	1414	1617
2410004I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	97	489	65	362	81	472	78	417	45	486	82	306
2410006H16Rik	4347	1772	1979	1447	1611	1423	1594	1405	2294	2240	2633	2319
2410012E07Rik	0	0	0	0	0	0	0	0	2	0	0	0
2410017I17Rik	0	0	0	0	1	0	0	0	0	0	0	0
2410018L13Rik	0	0	0	0	0	0	1	0	1	0	0	0
2410021H03Rik	0	0	3	0	0	0	0	0	0	0	0	0
2410022M11Rik	497	303	228	112	226	170	146	165	143	212	213	203
2410024N13Rik	0	0	0	0	1	0	0	0	0	0	2	0
2410080I02Rik	19	0	4	0	1	0	5	0	3	2	3	8
2410124H12Rik	0	0	0	0	0	0	2	0	4	0	0	0
2410131K14Rik	973	1381	982	1655	956	892	868	1138	1329	2850	1732	2256
2410137M14Rik	0	0	0	0	0	0	0	0	8	1	0	0
2410141K09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0	0	0	0	1	0	0
2500002B13Rik	409	186	225	239	290	155	273	95	262	304	372	300
2500004C02Rik	139	132	169	232	248	72	182	115	92	195	231	176
2510002D24Rik	417	352	280	412	533	435	428	376	319	388	486	342
2510009E07Rik	1862	2864	1722	2627	1702	1566	1354	1825	1333	5232	1892	5311
2510016D11Rik	611	1394	1177	1182	1888	718	1570	882	1104	1666	2160	1159
2510017J16Rik	68	21	40	39	182	37	112	36	56	45	77	74
2510039O18Rik	6685	7981	6033	7895	6806	5599	5346	6483	5806	13139	8924	8936
2510046G10Rik	52	17	25	0	10	9	14	3	12	23	16	18
2600002D14Rik	12	6	0	0	22	4	13	11	12	5	2	8
2600006K01Rik	15	51	22	23	40	54	37	25	30	48	33	18
2600014E21Rik	2	4	0	0	0	0	1	0	0	4	0	1
2610001A08Rik	1	0	0	0	0	0	1	0	0	1	0	0
2610001J05Rik	6563	4420	3613	3418	4777	3345	4603	3042	3824	4969	5546	4623
2610002M06Rik	1370	1760	1751	1023	1726	1076	1591	1098	1626	1838	2289	1706
2610005L07Rik	172	520	505	495	614	239	483	279	512	758	613	719
2610008E11Rik	668	1005	957	621	1365	493	1256	566	897	971	1425	893
2610011E03Rik	0	3	0	0	0	0	0	0	0	0	0	0
2610012C04Rik	39	8	9	42	43	17	16	13	7	16	23	15
2610016A17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610017A05Rik	4	2	14	0	9	0	12	5	14	10	12	12
2610020C07Rik	90	62	75	95	192	76	165	78	128	137	160	124
2610021A01Rik	342	718	712	483	902	371	855	353	693	751	902	741
2610024D14Rik	12	0	1	0	0	6	3	0	9	2	2	2
2610027F03Rik	0	0	0	0	0	0	0	0	0	1	0	0
2610027K06Rik	4	2	1	42	9	11	17	1	19	16	18	15
2610028D06Rik	8	37	30	65	29	29	30	22	59	55	38	59
2610028E06Rik	0	0	0	0	0	0	1	0	0	2	0	1
2610028H24Rik	7	3	2	0	1	0	1	0	1	2	0	0
2610034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610035D17Rik	424	296	289	246	288	154	260	133	170	150	395	91
2610035F20Rik	0	0	0	0	0	0	0	0	0	1	0	3
2610037D02Rik	67	101	119	134	177	72	175	55	156	232	186	228
2610042L04Rik	7	0	0	0	0	0	0	0	0	2	0	0
2610044O15Rik8	858	1056	918	863	1150	715	1119	716	978	1247	1271	1330
